,Packet_payload,TTP
28,53 54 4f 52 20 2f 50 68 6f 74 6f 2e 73 63 72 0d 0a 54 59 50 45 20 49 0d 0a 54 59 50 45 20 49 0d 0a 54 59 50 45 20 49 0d 0a 54 59 50 45 20 49 0d 0a 54 59 50 45 20 49 0d 0a,TA0011 T1071 T1071.002
29,53 54 4f 52 20 2f 50 68 6f 74 6f 2e 73 63 72 0d 0a 54 59 50 45 20 49 0d 0a,TA0011 T1071 T1071.002
30,50 41 53 56 0d 0a,TA0011 T1071 T1071.002
31,45 50 53 56 0d 0a,TA0011 T1071 T1071.002
32,54 59 50 45 20 41 0d 0a,TA0011 T1071 T1071.002
33,54 59 50 45 20 49 0d 0a,TA0011 T1071 T1071.002
34,54 59 50 45 20 49 0d 0a 54 59 50 45 20 49 0d 0a 54 59 50 45 20 41 0d 0a,TA0011 T1071 T1071.002
35,54 59 50 45 20 49 0d 0a 50 41 53 56 0d 0a,TA0011 T1071 T1071.002
36,54 59 50 45 20 49 0d 0a 54 59 50 45 20 49 0d 0a,TA0011 T1071 T1071.002
37,54 59 50 45 20 49 0d 0a 54 59 50 45 20 49 0d 0a 54 59 50 45 20 49 0d 0a 54 59 50 45 20 41 0d 0a,TA0011 T1071 T1071.002
38,54 59 50 45 20 49 0d 0a 54 59 50 45 20 41 0d 0a,TA0011 T1071 T1071.002
39,54 59 50 45 20 49 0d 0a 50 41 53 56 0d 0a 54 59 50 45 20 41 0d 0a,TA0011 T1071 T1071.002
40,54 59 50 45 20 49 0d 0a 54 59 50 45 20 49 0d 0a 54 59 50 45 20 49 0d 0a 54 59 50 45 20 49 0d 0a 54 59 50 45 20 41 0d 0a,TA0011 T1071 T1071.002
41,54 59 50 45 20 49 0d 0a 54 59 50 45 20 49 0d 0a 54 59 50 45 20 49 0d 0a,TA0011 T1071 T1071.002
42,54 59 50 45 20 49 0d 0a 50 41 53 56 0d 0a 54 59 50 45 20 49 0d 0a 54 59 50 45 20 41 0d 0a,TA0011 T1071 T1071.002
43,54 59 50 45 20 49 0d 0a 54 59 50 45 20 49 0d 0a 50 41 53 56 0d 0a,TA0011 T1071 T1071.002
44,50 41 53 56 0d 0a 50 41 53 56 0d 0a,TA0011 T1071 T1071.002
45,50 41 53 56 0d 0a 4c 49 53 54 0d 0a,TA0011 T1071 T1071.002
46,50 41 53 56 0d 0a 50 41 53 56 0d 0a 50 41 53 56 0d 0a,TA0011 T1071 T1071.002
47,50 41 53 56 0d 0a 4e 4c 53 54 0d 0a,TA0011 T1071 T1071.002
48,50 41 53 56 0d 0a 50 41 53 56 0d 0a 54 59 50 45 20 41 0d 0a,TA0011 T1071 T1071.002
49,50 41 53 56 0d 0a 50 41 53 56 0d 0a 50 41 53 56 0d 0a 50 41 53 56 0d 0a,TA0011 T1071 T1071.002
50,50 41 53 56 0d 0a 54 59 50 45 20 41 0d 0a,TA0011 T1071 T1071.002
51,54 59 50 45 20 41 0d 0a 50 41 53 56 0d 0a 4c 49 53 54 0d 0a,TA0011 T1071 T1071.002
52,4f 50 54 53 20 55 54 46 38 20 4f 4e 0d 0a,TA0011 T1071 T1071.002
53,54 59 50 45 20 41 0d 0a 50 41 53 56 0d 0a,TA0011 T1071 T1071.002
54,54 59 50 45 20 41 0d 0a 50 41 53 56 0d 0a 4e 4c 53 54 0d 0a,TA0011 T1071 T1071.002
55,50 41 53 56 0d 0a 54 59 50 45 20 49 0d 0a,TA0011 T1071 T1071.002
56,50 41 53 56 0d 0a 50 41 53 56 0d 0a 50 41 53 56 0d 0a 54 59 50 45 20 41 0d 0a,TA0011 T1071 T1071.002
57,50 41 53 56 0d 0a 50 41 53 56 0d 0a 50 41 53 56 0d 0a 50 41 53 56 0d 0a 54 59 50 45 20 41 0d 0a,TA0011 T1071 T1071.002
58,50 41 53 56 0d 0a 50 41 53 56 0d 0a 50 41 53 56 0d 0a 50 41 53 56 0d 0a 50 41 53 56 0d 0a 54 59 50 45 20 41 0d 0a,TA0011 T1071 T1071.002
59,50 41 53 56 0d 0a 54 59 50 45 20 41 0d 0a 50 41 53 56 0d 0a,TA0011 T1071 T1071.002
60,50 41 53 56 0d 0a 54 59 50 45 20 49 0d 0a 50 41 53 56 0d 0a,TA0011 T1071 T1071.002
61,2a 31 0d 0a 24 34 0d 0a 49 4e 46 4f 0d 0a,TA0001 T1018 T1018.000
62,2a 31 0d 0a 24 34 0d 0a 50 49 4e 47 0d 0a,TA0001 T1018 T1018.000
63,45 48 4c 4f 20 73 68 2d 63 68 69 2d 75 73 2d 67 70 31 2d 77 6b 31 30 32 2e 69 6e 74 65 72 6e 65 74 2d 63 65 6e 73 75 73 2e 6f 72 67 0d 0a,TA0011 T1190 T1005.000
64,45 48 4c 4f 20 73 68 2d 63 68 69 2d 75 73 2d 67 70 31 2d 77 6b 31 30 35 2e 69 6e 74 65 72 6e 65 74 2d 63 65 6e 73 75 73 2e 6f 72 67 0d 0a,TA0011 T1190 T1005.000
65,45 48 4c 4f 20 73 68 2d 70 68 78 2d 75 73 2d 67 70 31 2d 77 6b 31 30 36 2e 69 6e 74 65 72 6e 65 74 2d 63 65 6e 73 75 73 2e 6f 72 67 0d 0a,TA0011 T1190 T1005.000
66,45 48 4c 4f 20 73 68 2d 70 68 78 2d 75 73 2d 67 70 31 2d 77 6b 31 31 32 2e 69 6e 74 65 72 6e 65 74 2d 63 65 6e 73 75 73 2e 6f 72 67 0d 0a,TA0011 T1190 T1005.000
67,45 48 4c 4f 20 73 68 2d 61 6d 73 2d 6e 6c 2d 67 70 31 2d 77 6b 31 31 30 2e 69 6e 74 65 72 6e 65 74 2d 63 65 6e 73 75 73 2e 6f 72 67 0d 0a,TA0011 T1190 T1005.000
68,45 48 4c 4f 20 73 68 2d 61 6d 73 2d 6e 6c 2d 67 70 31 2d 77 6b 31 30 34 2e 69 6e 74 65 72 6e 65 74 2d 63 65 6e 73 75 73 2e 6f 72 67 0d 0a,TA0011 T1190 T1005.000
69,45 48 4c 4f 20 73 68 2d 61 6d 73 2d 75 73 2d 67 70 31 2d 77 6b 31 31 33 2e 69 6e 74 65 72 6e 65 74 2d 63 65 6e 73 75 73 2e 6f 72 67 0d 0a,TA0011 T1190 T1005.000
70,45 48 4c 4f 20 73 68 2d 70 68 78 2d 75 73 2d 67 70 31 2d 77 6b 31 30 39 2e 69 6e 74 65 72 6e 65 74 2d 63 65 6e 73 75 73 2e 6f 72 67 0d 0a,TA0011 T1190 T1005.000
71,45 48 4c 4f 20 73 68 2d 70 68 78 2d 75 73 2d 67 70 31 2d 77 6b 31 30 33 2e 69 6e 74 65 72 6e 65 74 2d 63 65 6e 73 75 73 2e 6f 72 67 0d 0a,TA0011 T1190 T1005.000
72,45 48 4c 4f 20 73 68 2d 61 6d 73 2d 6e 6c 2d 67 70 31 2d 77 6b 31 30 37 2e 69 6e 74 65 72 6e 65 74 2d 63 65 6e 73 75 73 2e 6f 72 67 0d 0a,TA0011 T1190 T1005.000
73,45 48 4c 4f 20 73 68 2d 61 6d 73 2d 6e 6c 2d 67 70 31 2d 77 6b 31 30 31 2e 69 6e 74 65 72 6e 65 74 2d 63 65 6e 73 75 73 2e 6f 72 67 0d 0a,TA0011 T1190 T1005.000
74,45 48 4c 4f 20 73 68 2d 63 68 69 2d 75 73 2d 67 70 31 2d 77 6b 31 31 31 2e 69 6e 74 65 72 6e 65 74 2d 63 65 6e 73 75 73 2e 6f 72 67 0d 0a,TA0011 T1190 T1005.000
75,45 48 4c 4f 20 73 68 2d 63 68 69 2d 75 73 2d 67 70 31 2d 77 6b 31 30 38 2e 69 6e 74 65 72 6e 65 74 2d 63 65 6e 73 75 73 2e 6f 72 67 0d 0a,TA0011 T1190 T1005.000
76,41 55 54 48 20 54 4c 53 0d 0a,TA0011 T1071 T1071.002
77,41 55 54 48 20 53 53 4c 0d 0a,TA0011 T1071 T1071.002
78,66 6f 78 20 61 20 31 20 2d 31 20 66 6f 78 20 68 65 6c 6c 6f 0a 7b 0a 66 6f 78 2e 76 65 72 73 69 6f 6e 3d 73 3a 31 2e 30 0a 69 64 3d 69 3a 31 0a 68 6f 73 74 4e 61 6d 65 3d 73 3a 78 70 76 6d 2d 30 6f 6d 64 63 30 31 78 6d 79 0a 68 6f 73 74 41 64 64 72 65 73 73 3d 73 3a 31 39 32 2e 31 36 38 2e 31 2e 31 32 35 0a 61 70 70 2e 6e 61 6d 65 3d 73 3a 57 6f 72 6b 62 65 6e 63 68 0a 61 70 70 2e 76 65 72 73 69 6f 6e 3d 73 3a 33 2e 37 2e 34 34 0a 76 6d 2e 6e 61 6d 65 3d 73 3a 4a 61 76 61 20 48 6f 74 53 70 6f 74 28 54 4d 29 20 53 65 72 76 65 72 20 56 4d 0a 76 6d 2e 76 65 72 73 69 6f 6e 3d 73 3a 32 30 2e 34 2d 62 30 32 0a 6f 73 2e 6e 61 6d 65 3d 73 3a 57 69 6e 64 6f 77 73 20 58 50 0a 6f 73 2e 76 65 72 73 69 6f 6e 3d 73 3a 35 2e 31 0a 6c 61 6e 67 3d 73 3a 65 6e 0a 74 69 6d 65 5a 6f 6e 65 3d 73 3a 41 6d 65 72 69 63 61 2f 4c 6f 73 5f 41 6e 67 65 6c 65 73 3b 2d 32 38 38 30 30 30 30 30 3b 33 36 30 30 30 30 30 3b 30 32 3a 30 30 3a 30 30 2e 30 30 30 2c 77 61 6c 6c 2c 6d 61 72 63 68 2c 38 2c 6f 6e 20 6f 72 20 61 66 74 65 72 2c 73 75 6e 64 61 79 2c 75 6e 64 65 66 69 6e 65 64 3b 30 32 3a 30 30 3a 30 30 2e 30 30 30 2c 77 61 6c 6c 2c 6e 6f 76 65 6d 62 65 72 2c 31 2c 6f 6e 20 6f 72 20 61 66 74 65 72 2c 73 75 6e 64 61 79 2c 75 6e 64 65 66 69 6e 65 64 0a 68 6f 73 74 49 64 3d 73 3a 57 69 6e 2d 39 39 43 42 2d 44 34 39 44 2d 35 34 34 32 2d 30 37 42 42 0a 76 6d 55 75 69 64 3d 73 3a 38 62 35 33 30 62 63 38 2d 37 36 63 35 2d 34 31 33 39 2d 61 32 65 61 2d 30 66 61 62 64 33 39 34 64 33 30 35 0a 62 72 61 6e 64 49 64 3d 73 3a 76 79 6b 6f 6e 0a 7d 3b 3b 0a,TA0001 T1190 T1046.000
79,74 33 20 31 32 2e 32 2e 31 0a 41 53 3a 32 35 35 0a 48 4c 3a 31 39 0a 4d 53 3a 31 30 30 30 30 30 30 30 0a 0a,TA0001 T1190 T1046.000
80,01 64 65 66 61 75 6c 74 0a,TA0002 T1059 T1059.004
81,4f 50 54 49 4f 4e 53 20 2f 20 52 54 53 50 2f 31 2e 30 0d 0a 0d 0a,TA0011 T1071 T1071.002
82,0a 0a,TA0011 T1071 T1071.002
83,43 57 44 20 2f 0d 0a,TA0011 T1071 T1071.002
84,53 54 41 54 0d 0a,TA0011 T1071 T1071.002
85,0d 0a,TA0011 T1071 T1071.002
86,50 57 44 0d 0a,TA0011 T1071 T1071.002
87,50 41 53 53 0d 0a,TA0011 T1071 T1071.002
88,48 45 4c 50 0d 0a 53 54 41 54 0d 0a 4c 49 53 54 0d 0a,TA0011 T1071 T1071.002
89,61 30 30 31 20 43 4c 4f 53 45 0d 0a,TA0011 T1071 T1071.002
90,76 65 72 73 69 6f 6e 0d 0a,TA0011 T1071 T1071.002
91,46 45 41 54 0d 0a,TA0011 T1071 T1071.002
92,48 45 4c 50 0d 0a,TA0011 T1071 T1071.002
93,48 45 4c 50 20 53 49 54 45 0d 0a,TA0011 T1071 T1071.002
94,53 59 53 54 0d 0a,TA0011 T1071 T1071.002
95,51 55 49 54 0d 0a,TA0011 T1071 T1071.002
96,4c 49 53 54 0d 0a,TA0011 T1071 T1071.002
97,4e 4c 53 54 0d 0a,TA0011 T1071 T1071.002
98,45 48 4c 4f 0d 0a,TA0011 T1071 T1071.002
99,4c 49 53 54 20 2f 0d 0a,TA0011 T1071 T1071.002
100,4f 50 54 53 20 75 74 66 38 20 6f 6e 0d 0a,TA0011 T1071 T1071.002
101,4d 4c 53 54 20 77 77 77 2e 7a 69 70 0d 0a,TA0011 T1071 T1071.002
102,53 49 5a 45 20 77 77 77 2e 7a 69 70 0d 0a,TA0011 T1071 T1071.002
103,50 41 53 56 0d 0a 53 54 4f 52 20 2f 2f 56 69 64 65 6f 2e 6c 6e 6b 0d 0a,TA0011 T1071 T1071.002
104,53 54 4f 52 20 2f 41 56 2e 6c 6e 6b 0d 0a,TA0011 T1071 T1071.002
105,53 54 4f 52 20 2f 2f 41 56 2e 6c 6e 6b 0d 0a 54 59 50 45 20 41 0d 0a,TA0011 T1071 T1071.002
106,53 54 4f 52 20 2f 2f 56 69 64 65 6f 2e 6c 6e 6b 0d 0a,TA0011 T1071 T1071.002
107,53 54 4f 52 20 2f 2f 50 68 6f 74 6f 2e 6c 6e 6b 0d 0a,TA0011 T1071 T1071.002
108,53 54 4f 52 20 2f 2f 41 56 2e 6c 6e 6b 0d 0a,TA0011 T1071 T1071.002
109,53 54 4f 52 20 2f 2f 41 56 2e 73 63 72 0d 0a 50 41 53 56 0d 0a,TA0011 T1071 T1071.002
110,53 54 4f 52 20 2f 2f 41 56 2e 73 63 72 0d 0a 50 41 53 56 0d 0a 50 41 53 56 0d 0a,TA0011 T1071 T1071.002
111,53 54 4f 52 20 2f 56 69 64 65 6f 2e 6c 6e 6b 0d 0a,TA0011 T1071 T1071.002
112,50 41 53 56 0d 0a 53 54 4f 52 20 2f 41 56 2e 6c 6e 6b 0d 0a,TA0011 T1071 T1071.002
113,50 41 53 56 0d 0a 53 54 4f 52 20 2f 2f 41 56 2e 6c 6e 6b 0d 0a,TA0011 T1071 T1071.002
114,50 41 53 56 0d 0a 53 54 4f 52 20 2f 2f 41 56 2e 73 63 72 0d 0a 50 41 53 56 0d 0a 50 41 53 56 0d 0a 50 41 53 56 0d 0a,TA0011 T1071 T1071.002
115,54 59 50 45 20 49 0d 0a 50 41 53 56 0d 0a 53 54 4f 52 20 2f 41 56 2e 6c 6e 6b 0d 0a,TA0011 T1071 T1071.002
116,50 41 53 56 0d 0a 53 54 4f 52 20 2f 50 68 6f 74 6f 2e 6c 6e 6b 0d 0a,TA0011 T1071 T1071.002
117,50 41 53 56 0d 0a 53 54 4f 52 20 2f 2f 50 68 6f 74 6f 2e 6c 6e 6b 0d 0a 50 41 53 56 0d 0a 50 41 53 56 0d 0a 54 59 50 45 20 41 0d 0a,TA0011 T1071 T1071.002
118,53 54 4f 52 20 2f 41 56 2e 6c 6e 6b 0d 0a 54 59 50 45 20 41 0d 0a,TA0011 T1071 T1071.002
119,54 59 50 45 20 49 0d 0a 50 41 53 56 0d 0a 53 54 4f 52 20 2f 56 69 64 65 6f 2e 6c 6e 6b 0d 0a,TA0011 T1071 T1071.002
120,54 59 50 45 20 49 0d 0a 50 41 53 56 0d 0a 53 54 4f 52 20 2f 56 69 64 65 6f 2e 6c 6e 6b 0d 0a 54 59 50 45 20 49 0d 0a,TA0011 T1071 T1071.002
121,50 4f 52 54 20 31 32 32 2c 35 33 2c 39 38 2c 32 34 34 2c 37 35 2c 31 38 39 0d 0a,TA0011 T1071 T1071.002
122,50 4f 52 54 20 31 32 32 2c 35 33 2c 39 38 2c 32 34 34 2c 37 35 2c 31 35 38 0d 0a,TA0011 T1071 T1071.002
123,50 4f 52 54 20 31 31 31 2c 39 33 2c 32 35 31 2c 31 35 35 2c 31 31 33 2c 34 36 0d 0a,TA0011 T1071 T1071.002
124,03 00 00 16 11 e0 00 00 00 04 00 c1 02 01 00 c2 02 02 00 c0 01 0a,TA0001 T1190 T1190.000
125,03 00 00 16 11 e0 00 00 00 04 00 c1 02 01 00 c2 02 01 02 c0 01 0a,TA0001 T1190 T1190.000
126,00 00 00 71 6a 81 6e 30 81 6b a1 03 02 01 05 a2 03 02 01 0a a4 81 5e 30 5c a0 07 03 05 00 50 80 00 10 a2 04 1b 02 4e 4d a3 17 30 15 a0 03 02 01 00 a1 0e 30 0c 1b 06 6b 72 62 74 67 74 1b 02 4e 4d a5 11 18 0f 31 39 37 30 30 31 30 31 30 30 30 30 30 30 5a a7 06 02 04 1f 1e b9 d9 a8 17 30 15 02 01 12 02 01 11 02 01 10 02 01 17 02 01 01 02 01 03 02 01 02,TA0001 T1190 T1190.000
127,06 00 ff 07 00 00 00 00 00 00 00 00 00 09 20 18 c8 81 00 38 8e 04 b5,TA0001 T1190 T1190.000
128,3a 00 00 00 2f 00 00 00 02 00 00 40 02 0f 00 01 00 3d 05 00 00 00 00 00 00 00 00 00 00 00 00 2f 00 00 00 00 00 00 00 00 00 40 1f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,TA0001 T1190 T1190.000
129,03 00 00 0b 06 c3 a0 00 00 00 00 00,TA0001 T1190 T1190.000
130,05 64 05 c9 00 00 00 00 36 4c 05 64 05 c9 01 00 00 00 de 8e 05 64 05 c9 02 00 00 00 9f 84 05 64 05 c9 03 00 00 00 77 46 05 64 05 c9 04 00 00 00 1d 90 05 64 05 c9 05 00 00 00 f5 52 05 64 05 c9 06 00 00 00 b4 58 05 64 05 c9 07 00 00 00 5c 9a 05 64 05 c9 08 00 00 00 19 b9 05 64 05 c9 09 00 00 00 f1 7b 05 64 05 c9 0a 00 00 00 b0 71 05 64 05 c9 0b 00 00 00 58 b3 05 64 05 c9 0c 00 00 00 32 65 05 64 05 c9 0d 00 00 00 da a7 05 64 05 c9 0e 00 00 00 9b ad 05 64 05 c9 0f 00 00 00 73 6f 05 64 05 c9 10 00 00 00 11 eb 05 64 05 c9 11 00 00 00 f9 29 05 64 05 c9 12 00 00 00 b8 23 05 64 05 c9 13 00 00 00 50 e1 05 64 05 c9 14 00 00 00 3a 37 05 64 05 c9 15 00 00 00 d2 f5 05 64 05 c9 16 00 00 00 93 ff 05 64 05 c9 17 00 00 00 7b 3d 05 64 05 c9 18 00 00 00 3e 1e 05 64 05 c9 19 00 00 00 d6 dc 05 64 05 c9 1a 00 00 00 97 d6 05 64 05 c9 1b 00 00 00 7f 14 05 64 05 c9 1c 00 00 00 15 c2 05 64 05 c9 1d 00 00 00 fd 00 05 64 05 c9 1e 00 00 00 bc 0a 05 64 05 c9 1f 00 00 00 54 c8 05 64 05 c9 20 00 00 00 01 4f 05 64 05 c9 21 00 00 00 e9 8d 05 64 05 c9 22 00 00 00 a8 87 05 64 05 c9 23 00 00 00 40 45 05 64 05 c9 24 00 00 00 2a 93 05 64 05 c9 25 00 00 00 c2 51 05 64 05 c9 26 00 00 00 83 5b 05 64 05 c9 27 00 00 00 6b 99 05 64 05 c9 28 00 00 00 2e ba 05 64 05 c9 29 00 00 00 c6 78 05 64 05 c9 2a 00 00 00 87 72 05 64 05 c9 2b 00 00 00 6f b0 05 64 05 c9 2c 00 00 00 05 66 05 64 05 c9 2d 00 00 00 ed a4 05 64 05 c9 2e 00 00 00 ac ae 05 64 05 c9 2f 00 00 00 44 6c 05 64 05 c9 30 00 00 00 26 e8 05 64 05 c9 31 00 00 00 ce 2a 05 64 05 c9 32 00 00 00 8f 20 05 64 05 c9 33 00 00 00 67 e2 05 64 05 c9 34 00 00 00 0d 34 05 64 05 c9 35 00 00 00 e5 f6 05 64 05 c9 36 00 00 00 a4 fc 05 64 05 c9 37 00 00 00 4c 3e 05 64 05 c9 38 00 00 00 09 1d 05 64 05 c9 39 00 00 00 e1 df 05 64 05 c9 3a 00 00 00 a0 d5 05 64 05 c9 3b 00 00 00 48 17 05 64 05 c9 3c 00 00 00 22 c1 05 64 05 c9 3d 00 00 00 ca 03 05 64 05 c9 3e 00 00 00 8b 09 05 64 05 c9 3f 00 00 00 63 cb 05 64 05 c9 40 00 00 00 58 4a 05 64 05 c9 41 00 00 00 b0 88 05 64 05 c9 42 00 00 00 f1 82 05 64 05 c9 43 00 00 00 19 40 05 64 05 c9 44 00 00 00 73 96 05 64 05 c9 45 00 00 00 9b 54 05 64 05 c9 46 00 00 00 da 5e 05 64 05 c9 47 00 00 00 32 9c 05 64 05 c9 48 00 00 00 77 bf 05 64 05 c9 49 00 00 00 9f 7d 05 64 05 c9 4a 00 00 00 de 77 05 64 05 c9 4b 00 00 00 36 b5 05 64 05 c9 4c 00 00 00 5c 63 05 64 05 c9 4d 00 00 00 b4 a1 05 64 05 c9 4e 00 00 00 f5 ab 05 64 05 c9 4f 00 00 00 1d 69 05 64 05 c9 50 00 00 00 7f ed 05 64 05 c9 51 00 00 00 97 2f 05 64 05 c9 52 00 00 00 d6 25 05 64 05 c9 53 00 00 00 3e e7 05 64 05 c9 54 00 00 00 54 31 05 64 05 c9 55 00 00 00 bc f3 05 64 05 c9 56 00 00 00 fd f9 05 64 05 c9 57 00 00 00 15 3b 05 64 05 c9 58 00 00 00 50 18 05 64 05 c9 59 00 00 00 b8 da 05 64 05 c9 5a 00 00 00 f9 d0 05 64 05 c9 5b 00 00 00 11 12 05 64 05 c9 5c 00 00 00 7b c4 05 64 05 c9 5d 00 00 00 93 06 05 64 05 c9 5e 00 00 00 d2 0c 05 64 05 c9 5f 00 00 00 3a ce 05 64 05 c9 60 00 00 00 6f 49 05 64 05 c9 61 00 00 00 87 8b 05 64 05 c9 62 00 00 00 c6 81 05 64 05 c9 63 00 00 00 2e 43,TA0001 T1190 T1190.000
131,30 0c 02 01 01 60 07 02 01 02 04 00 80 00,TA0001 T1190 T1190.000
132,00 0c 00 00 10 00 00 00 00 00 00 00 00 00,TA0001 T1190 T1190.000
133,80 2e 01 00 02 00 15 00 00 00 10 05 00 80 03 00 80 01 00 80 07 00 c0 06 00 40 04 00 80 02 00 80 63 01 00 5c 5d d7 0a bc 8d 9c d0 23 bb fe fe 8c,TA0001 T1190 T1190.000
134,00 00 00 66 fe 53 4d 42 40 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 24 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 02,TA0001 T1190 T1190.000
135,80 10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,TA0001 T1190 T1190.000
136,00 6d 00 00 01 00 00 00 01 38 01 2c 0c 41 20 00 ff ff 7f 08 00 00 01 00 00 33 00 3a 00 00 08 00 41 41 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 28 44 45 53 43 52 49 50 54 49 4f 4e 3d 28 43 4f 4e 4e 45 43 54 5f 44 41 54 41 3d 28 43 49 44 3d 28 50 52 4f 47 52 41 4d 3d 7a 67 72 61 62 32 29 29 29 29,TA0001 T1190 T1190.000
137,01 49 32 30 31 30 30 0a a0 00 00 00 4d 4d 53 14 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 12 00 00 00 01 00 03 00 f0 f0 f0 f0 0b 00 04 00 1c 00 03 00 4e 00 53 00 50 00 6c 00 61 00 79 00 65 00 72 00 2f 00 39 00 2e 00 00 2e 00 00 2e 02 00 39 00 38 00 00 3b 00 20 00 7b 00 00 00 00 00 41 00 41 00 00 00 2d 00 00 41 00 00 00 2d 00 00 00 61 00 00 2d 00 41 00 41 00 00 41 00 2d 00 00 00 00 00 41 00 00 41 00 41 00 00 41 00 41 00 00 7d 00 00 00 e0 6d df 5f 01 49 32 30 31 30 30 0a,TA0001 T1190 T1190.000
138,00 00 00 00 00 00 00 04 00 00 00 00,TA0001 T1190 T1190.000
139,00 03 00 01 00 00 00 00 00 00 00 02 00 00 00 00 0f 00,TA0001 T1190 T1190.000
140,00 5a 00 00 01 00 00 00 01 36 01 2c 00 00 08 00 7f c3 bf 7f 08 00 00 00 01 00 20 00 3a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 04 c3 a6 00 00 00 01 00 00 00 00 00 00 00 00 28 43 4f 4e 4e 45 43 54 5f 44 41 54 41 3d 28 43 4f 4d 4d 41 4e 44 3d 76 65 72 73 69 6f 6e 29 29,TA0001 T1190 T1190.000
